1.000,0.106,0.123,0.097,-0.027
0.106,1.000,0.991,0.987,0.788
0.123,0.991,1.000,0.996,0.722
0.097,0.987,0.996,1.000,0.689
-0.027,0.788,0.722,0.689,1.000
